Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,
3190,Mining,19.33,18.96,,,,"Tue Mar 12, 2024 - 06:12:48",User,1.5,ppm,,,,,LMW6,Mining,168.3857 , 148.0713,2664.9180 , 95.0000,<LOD,63.4345,735099.5000 , 2338.6218,120.0741 , 24.2614,<LOD,23.2949,<LOD,226.3633,<LOD,105.6943,2432.2424 , 39.4192,165244.6719 , 370.3564,<LOD,0.0000,78.9495 , 18.2924,1093.5676 , 64.2664,7.4602 , 2.2970,57.3676 , 2.5532,131.4900 , 24.8150,50673.6367 , 94.8775,<LOD,19.0622,<LOD,8.3556,<LOD,0.0000,99.0726 , 80.5875,<LOD,16.5874,974.9968 , 21.2113,<LOD,3.0011,<LOD,0.0000,<LOD,47.7716,406.4667 , 146.2474,<LOD,9.2549,<LOD,149.0894,<LOD,112.9631,<LOD,17.8407,40747.2266 , 119.9741,<LOD,6.6156,
3191,Mining,19.56,19.65,,,,"Tue Mar 12, 2024 - 06:13:54",User,1.5,ppm,,,,,LMW7,Mining,183.6735 , 161.4449,3735.5793 , 67.4037,<LOD,42.8059,671152.6250 , 2896.8030,117.6189 , 17.5436,<LOD,22.6959,<LOD,250.3776,<LOD,89.9974,1250.9272 , 29.8118,296913.7188 , 390.9619,<LOD,0.0000,54.0581 , 11.3593,<LOD,87.5703,9.0907 , 2.2168,5.7742 , 2.0732,128.2884 , 34.4411,22275.6602 , 63.9334,<LOD,19.2221,40.9685 , 3.8728,<LOD,0.0000,367.9128 , 299.1377,<LOD,15.4693,688.4511 , 19.6672,42.8221 , 1.8618,<LOD,0.0000,<LOD,32.1418,1866.2590 , 154.2901,<LOD,6.5268,74.6699 , 69.7709,<LOD,28.8228,16.3810 , 8.0684,1020.7278 , 22.0087,54.7345 , 3.6091,
3192,Mining,19.46,19.08,,,,"Tue Mar 12, 2024 - 06:14:33",User,1.5,ppm,,,,,LMW7,Mining,180.6703 , 158.8168,3973.3091 , 72.2656,<LOD,46.7474,648563.8125 , 3135.3606,135.6452 , 18.9188,<LOD,23.8088,<LOD,264.8880,<LOD,94.8796,1305.0903 , 31.5900,317692.7812 , 406.7777,<LOD,0.0000,38.9607 , 11.8281,<LOD,71.4078,6.0390 , 2.3039,9.6279 , 2.1808,62.8057 , 37.6542,23696.1094 , 68.6175,<LOD,20.2296,36.7622 , 4.0280,<LOD,0.0000,322.6010 , 262.3154,<LOD,14.9752,612.2941 , 20.5139,44.0341 , 1.9765,<LOD,0.0000,<LOD,34.4389,2091.9724 , 159.9430,<LOD,6.7753,<LOD,156.7311,<LOD,30.9760,<LOD,19.7944,1165.4060 , 24.3386,62.0707 , 3.8806,
3193,Mining,19.61,19.17,,,,"Tue Mar 12, 2024 - 06:15:20",User,1.5,ppm,,,,,LMW7,Mining,199.4335 , 175.2967,3959.2451 , 70.0553,<LOD,45.2558,649816.1875 , 3091.6985,114.7514 , 18.1338,<LOD,23.2641,<LOD,257.8063,<LOD,93.6797,1280.4316 , 30.4820,316877.0312 , 399.2982,<LOD,0.0000,36.7880 , 11.5426,<LOD,68.3843,8.9027 , 2.2484,10.4962 , 2.1156,60.7511 , 36.8816,23503.4570 , 66.4773,<LOD,19.8023,34.4483 , 3.8300,<LOD,0.0000,353.8421 , 287.6959,<LOD,11.5311,702.0129 , 20.2066,40.4799 , 1.8861,<LOD,0.0000,<LOD,33.2629,1879.2487 , 151.8063,<LOD,6.3983,<LOD,208.1312,<LOD,38.6801,<LOD,15.9604,1073.4031 , 22.8257,49.0726 , 3.6544,
3194,Mining,20.39,19.72,,,,"Tue Mar 12, 2024 - 06:17:09",User,1.5,ppm,,,,,LMW7profile2,Mining,95.0861 , 83.6237,1717.3663 , 38.8823,<LOD,24.9131,782338.4375 , 1593.2855,52.0426 , 10.0458,<LOD,17.7434,<LOD,181.2858,<LOD,71.6728,686.8798 , 18.1675,200472.5469 , 299.4217,<LOD,0.0000,21.0409 , 6.5974,<LOD,53.2960,7.9139 , 1.6988,6.7512 , 1.4908,149.7709 , 21.1566,11592.3877 , 37.2245,<LOD,15.3142,55.9650 , 2.8256,<LOD,0.0000,107.5491 , 87.4919,<LOD,6.4659,200.6178 , 14.2552,59.7938 , 1.4058,<LOD,0.0000,<LOD,18.5207,1869.9020 , 145.4341,<LOD,4.2390,<LOD,122.1499,<LOD,18.3789,18.0744 , 4.6817,465.7314 , 12.2222,82.1697 , 2.6397,
3195,Mining,20.38,19.80,,,,"Tue Mar 12, 2024 - 06:17:44",User,1.5,ppm,,,,,LMW7profile2,Mining,110.3880 , 97.0697,1582.0541 , 41.1497,<LOD,26.7899,761379.2500 , 1810.0562,65.1634 , 10.7842,<LOD,18.8018,<LOD,194.1709,<LOD,73.9878,707.7089 , 19.2429,220802.0156 , 316.5338,<LOD,0.0000,16.9767 , 6.9005,<LOD,69.5692,3.2602 , 1.7228,7.9224 , 1.6094,131.0930 , 23.6909,12163.6943 , 39.8434,<LOD,16.2567,65.9633 , 3.1088,<LOD,0.0000,167.6028 , 136.3301,<LOD,8.3700,316.9669 , 15.3237,68.5605 , 1.5448,<LOD,0.0000,<LOD,19.7794,1735.9274 , 143.6339,<LOD,4.4167,<LOD,163.9869,<LOD,20.0076,32.4966 , 5.0753,567.3214 , 13.9381,75.6648 , 2.7313,
3196,Mining,19.34,19.30,,,,"Tue Mar 12, 2024 - 06:18:20",User,1.5,ppm,,,,,LMW7profile2,Mining,117.0636 , 102.9333,1802.3657 , 44.7604,<LOD,28.8565,747480.3125 , 1968.4634,56.1727 , 11.5288,<LOD,19.5328,<LOD,203.9720,<LOD,79.6488,770.4464 , 20.6515,233212.1250 , 329.9371,<LOD,0.0000,25.4435 , 7.6562,<LOD,91.2850,5.0606 , 1.8057,5.9788 , 1.6617,100.5827 , 25.3857,13441.9824 , 43.2429,<LOD,16.8699,66.0626 , 3.2516,<LOD,0.0000,202.3500 , 164.5833,<LOD,7.4804,382.3264 , 16.0692,65.5344 , 1.6013,<LOD,0.0000,<LOD,21.2948,1539.2798 , 141.2175,<LOD,4.6228,<LOD,178.7833,<LOD,21.8894,32.8758 , 5.5014,623.2204 , 15.0675,70.8343 , 2.8397,
3197,Mining,20.32,19.93,,,,"Tue Mar 12, 2024 - 06:19:45",User,1.5,ppm,,,,,LMW8,Mining,145.5727 , 127.9900,4196.5181 , 84.9020,<LOD,53.6515,624512.8125 , 3415.1667,112.2504 , 21.6764,<LOD,23.9951,<LOD,278.7446,<LOD,101.4246,659.9852 , 24.7090,335542.9375 , 434.6646,<LOD,0.0000,<LOD,18.8359,<LOD,94.8491,4.6200 , 2.3305,25.9916 , 2.2985,229.4537 , 40.6208,31732.6660 , 81.7947,<LOD,19.9528,10.1411 , 3.8806,<LOD,0.0000,229.2526 , 186.4485,13.9449 , 9.3920,421.8835 , 20.4663,<LOD,2.6183,<LOD,0.0000,<LOD,40.3965,1450.6101 , 149.3656,<LOD,6.3209,<LOD,239.7694,<LOD,37.9039,<LOD,14.8154,681.7781 , 19.8596,29.5667 , 4.0381,
3198,Mining,19.75,19.20,,,,"Tue Mar 12, 2024 - 06:20:21",User,1.5,ppm,,,,,LMW8,Mining,147.6937 , 129.8510,4105.4170 , 83.3370,<LOD,54.5377,622205.0625 , 3403.4680,125.2695 , 21.4285,<LOD,23.6807,<LOD,276.2879,<LOD,98.6174,629.5543 , 24.0636,338819.1562 , 427.1454,<LOD,0.0000,<LOD,28.1264,<LOD,112.4935,5.3763 , 2.3300,24.4668 , 2.2690,251.7820 , 40.6979,31075.7520 , 80.2971,<LOD,19.6086,<LOD,8.2577,<LOD,0.0000,246.2199 , 200.2420,14.0574 , 9.4035,409.5861 , 20.1681,<LOD,2.5507,<LOD,0.0000,<LOD,39.7405,1236.5941 , 142.5195,<LOD,6.7708,<LOD,168.6119,<LOD,32.0920,<LOD,14.5345,674.4907 , 19.6094,29.4709 , 3.9577,
3199,Mining,19.66,19.15,,,,"Tue Mar 12, 2024 - 06:20:57",User,1.5,ppm,,,,,LMW8,Mining,<LOD,16.0010,1962.2434 , 50.7388,<LOD,32.5755,727775.6250 , 1794.0775,68.6387 , 12.9933,<LOD,18.2843,<LOD,204.2524,<LOD,78.1095,368.2108 , 15.1208,249909.6250 , 325.3440,<LOD,0.0000,15.5443 , 7.9434,<LOD,56.2285,<LOD,2.4923,14.6587 , 1.5253,186.7247 , 25.9195,18330.3125 , 49.7835,<LOD,15.0976,<LOD,4.8505,<LOD,0.0000,<LOD,33.6684,<LOD,11.2307,<LOD,21.9332,<LOD,1.5844,<LOD,0.0000,<LOD,24.1257,941.4987 , 122.6983,<LOD,4.3495,<LOD,116.3780,<LOD,20.5684,<LOD,8.5347,416.1060 , 12.4287,10.7895 , 2.3790,
3200,Mining,19.70,19.44,,,,"Tue Mar 12, 2024 - 06:22:59",User,1.5,ppm,,,,,MM1,Mining,312.5616 , 274.8297,4986.2319 , 82.9669,<LOD,53.9966,718159.6250 , 2862.1245,230.9938 , 22.1801,<LOD,40.5047,<LOD,262.9801,<LOD,95.9106,839.0025 , 24.8028,231894.5625 , 396.6161,<LOD,0.0000,44.2494 , 13.0216,146.8649 , 45.7265,16.7367 , 2.5039,13.2527 , 2.5174,<LOD,75.8741,36258.7227 , 79.4826,120.0332 , 14.9271,42.4121 , 4.7209,<LOD,0.0000,838.0364 , 34.8751,16.9582 , 9.3793,1569.2640 , 23.4488,31.7440 , 2.0942,<LOD,0.0000,<LOD,41.8594,3403.7822 , 207.5394,<LOD,10.8772,93.7443 , 84.2303,<LOD,42.6427,33.2546 , 10.5428,874.6591 , 20.3723,73.2682 , 4.6243,
3201,Mining,20.51,19.95,,,,"Tue Mar 12, 2024 - 06:23:31",User,1.5,ppm,,,,,MM1,Mining,279.3479 , 245.6390,4751.0864 , 77.6806,<LOD,50.7440,728906.8750 , 2607.1045,190.1210 , 20.5336,<LOD,35.1738,<LOD,246.1593,<LOD,91.8113,831.5305 , 23.8350,224299.6094 , 378.7668,<LOD,0.0000,69.3284 , 12.7709,105.7491 , 43.0828,13.9709 , 2.3717,15.3348 , 2.3116,<LOD,60.5965,33819.0820 , 74.3197,101.3323 , 14.2442,46.8377 , 4.4771,<LOD,0.0000,791.4995 , 33.2686,36.8658 , 9.0038,1482.8934 , 22.3171,25.3785 , 1.9214,<LOD,0.0000,<LOD,38.7249,3063.2253 , 196.6589,<LOD,7.8844,136.2347 , 82.3583,33.0375 , 18.9358,<LOD,20.0314,919.9459 , 20.1222,80.6888 , 4.3663,
3202,Mining,20.04,19.28,,,,"Tue Mar 12, 2024 - 06:24:12",User,1.5,ppm,,,,,MM1,Mining,337.0175 , 296.3215,5608.6943 , 88.3027,<LOD,57.6437,706974.6250 , 3031.0054,216.6485 , 23.3608,<LOD,32.7422,213.0499 , 159.8159,<LOD,96.4780,901.2680 , 26.1261,239387.2188 , 409.2913,<LOD,0.0000,51.3345 , 13.8684,169.1849 , 47.2339,16.4298 , 2.6775,14.6177 , 2.7088,<LOD,31.6826,39226.0625 , 84.4901,89.8933 , 15.0792,40.3677 , 4.9905,<LOD,0.0000,873.1931 , 35.8939,27.7514 , 10.0691,1628.8043 , 24.2069,25.9228 , 2.1622,<LOD,0.0000,<LOD,44.2312,3177.5122 , 205.5872,9.2200 , 5.9064,<LOD,198.8170,<LOD,41.7320,29.9700 , 11.2395,896.2487 , 21.1021,84.9730 , 4.9524,
3203,Mining,19.27,19.40,,,,"Tue Mar 12, 2024 - 06:25:50",User,1.5,ppm,,,,,MM2,Mining,284.8797 , 250.5009,5667.2847 , 92.3091,<LOD,59.8250,653105.8750 , 3401.1040,232.9938 , 24.4870,<LOD,26.2528,<LOD,271.8845,<LOD,102.1748,777.9901 , 25.7019,293699.9062 , 429.7407,<LOD,0.0000,75.9923 , 14.9298,85.9024 , 47.0892,11.4525 , 2.6577,24.1858 , 2.6746,120.5614 , 36.0343,39505.6484 , 88.4491,<LOD,36.9759,34.1661 , 5.0180,<LOD,0.0000,735.0328 , 36.0559,42.7900 , 10.6112,1429.3625 , 24.3956,18.7267 , 2.1734,<LOD,0.0000,<LOD,45.8336,3182.8101 , 194.5899,<LOD,11.0788,<LOD,270.0555,<LOD,40.7395,<LOD,17.1525,876.0320 , 21.7385,88.4254 , 5.0799,
3204,Mining,19.41,19.55,,,,"Tue Mar 12, 2024 - 06:26:23",User,1.5,ppm,,,,,MM2,Mining,313.6477 , 275.7843,4986.5732 , 91.0079,<LOD,59.5801,656795.8125 , 3520.5754,189.3546 , 23.8333,<LOD,34.4740,<LOD,272.8943,<LOD,100.8115,743.6814 , 25.3375,291091.2812 , 431.3894,<LOD,0.0000,65.5557 , 14.5736,117.3322 , 47.9413,18.3263 , 2.7248,24.0774 , 2.6346,102.5281 , 36.3456,38584.2930 , 87.6611,63.8211 , 15.4533,33.7545 , 4.9146,<LOD,0.0000,800.5662 , 36.6635,31.6506 , 10.4482,1507.7642 , 24.7268,18.3756 , 2.1542,<LOD,0.0000,<LOD,45.1034,3599.6428 , 203.6839,<LOD,8.6243,<LOD,217.7092,<LOD,34.1543,<LOD,16.9502,823.5550 , 21.2341,88.4649 , 5.0442,
3205,Mining,19.89,19.76,,,,"Tue Mar 12, 2024 - 06:26:56",User,1.5,ppm,,,,,MM2,Mining,334.1040 , 293.7613,5751.4233 , 97.2922,<LOD,63.2878,643369.6250 , 3737.7036,262.4694 , 25.9836,<LOD,41.6008,<LOD,281.5021,<LOD,106.5543,791.8033 , 26.7102,300327.0625 , 447.2614,<LOD,0.0000,81.1954 , 15.7240,112.6916 , 49.2222,19.5340 , 2.8337,21.4968 , 2.7636,145.8391 , 37.7163,41867.3125 , 93.4231,53.8775 , 15.8556,42.1212 , 5.3309,<LOD,0.0000,850.4385 , 38.0828,47.2887 , 11.2367,1646.2910 , 25.8682,23.7971 , 2.3397,<LOD,0.0000,<LOD,48.6618,3277.0801 , 200.4769,<LOD,9.1067,<LOD,280.3202,<LOD,39.0973,<LOD,18.3031,890.6446 , 22.5552,83.8843 , 5.3190,
3206,Mining,19.33,18.95,,,,"Tue Mar 12, 2024 - 06:28:03",User,1.5,ppm,,,,,MM3,Mining,11.5118 , 10.1271,1171.5978 , 35.5747,<LOD,23.4805,791631.8750 , 1363.3898,55.3939 , 9.3315,<LOD,15.7787,<LOD,174.9712,<LOD,67.7741,410.7565 , 14.1979,194026.7031 , 290.1192,<LOD,0.0000,<LOD,10.0106,<LOD,82.7569,2.7498 , 1.5263,9.1171 , 1.3245,122.1700 , 19.9953,10657.3096 , 34.7849,<LOD,13.0765,23.4815 , 2.1950,<LOD,0.0000,<LOD,45.8093,7.7783 , 4.1508,<LOD,18.9877,13.8983 , 0.9515,<LOD,0.0000,<LOD,17.0420,1392.2655 , 133.3053,<LOD,3.7100,<LOD,111.9983,<LOD,17.2916,<LOD,6.1399,417.2534 , 11.2355,46.1775 , 2.1374,
3207,Mining,20.30,19.94,,,,"Tue Mar 12, 2024 - 06:28:40",User,1.5,ppm,,,,,MM3,Mining,13.1761 , 11.5906,1192.4167 , 35.1172,<LOD,22.5018,787636.9375 , 1356.4688,61.2195 , 9.2654,<LOD,15.5937,<LOD,172.4816,<LOD,67.5824,440.3233 , 14.2796,197764.0938 , 283.8559,<LOD,0.0000,10.2527 , 5.7617,58.0856 , 32.2998,<LOD,3.3151,8.2096 , 1.2999,106.6420 , 20.0430,10870.0146 , 34.3577,<LOD,12.9448,23.0321 , 2.1451,<LOD,0.0000,33.3416 , 27.1303,<LOD,9.5102,29.2369 , 12.5795,12.8485 , 0.9282,<LOD,0.0000,<LOD,17.0490,1258.0520 , 126.8036,<LOD,3.6778,<LOD,110.8449,<LOD,16.8456,<LOD,6.0939,435.8221 , 11.2111,46.3047 , 2.1241,
3208,Mining,19.56,18.88,,,,"Tue Mar 12, 2024 - 06:29:15",User,1.5,ppm,,,,,MM3,Mining,<LOD,10.2593,490.1285 , 19.0967,<LOD,12.7432,885840.0000 , 668.7712,20.9614 , 5.0210,<LOD,12.2319,<LOD,115.2204,<LOD,48.7174,185.2680 , 7.8682,107447.8438 , 208.2991,<LOD,0.0000,5.8688 , 3.3995,<LOD,46.3139,<LOD,1.6764,3.1430 , 0.9445,53.8147 , 10.8377,5107.1807 , 18.8754,<LOD,10.2338,8.2297 , 1.2129,<LOD,0.0000,<LOD,21.5914,<LOD,3.3572,<LOD,13.9674,5.3284 , 0.5409,<LOD,0.0000,<LOD,9.2225,568.0465 , 111.3740,<LOD,2.4487,<LOD,85.4789,<LOD,10.4927,<LOD,3.2970,233.5274 , 6.6471,30.6378 , 1.3153,
3209,Mining,19.75,19.03,,,,"Tue Mar 12, 2024 - 06:30:24",User,1.5,ppm,,,,,MM4,Mining,228.8062 , 201.0294,3113.3330 , 77.0201,<LOD,51.1009,668324.3750 , 3109.7705,158.9580 , 20.2310,<LOD,24.0689,<LOD,256.4697,<LOD,94.6388,641.0738 , 22.7087,291432.8438 , 405.1914,<LOD,0.0000,62.2971 , 12.6132,59.1690 , 44.1845,11.9146 , 2.3942,15.5628 , 2.2431,113.0560 , 34.4063,30836.2578 , 75.2712,<LOD,27.8082,23.8526 , 4.0842,<LOD,0.0000,601.6414 , 488.9654,48.9727 , 9.2112,1114.5717 , 21.7545,17.2893 , 1.8564,<LOD,0.0000,<LOD,38.2230,2315.4688 , 169.4333,<LOD,7.2636,<LOD,180.6297,<LOD,29.4139,<LOD,14.2757,804.0365 , 19.9770,76.5430 , 4.2829,
3210,Mining,20.04,19.55,,,,"Tue Mar 12, 2024 - 06:30:59",User,1.5,ppm,,,,,MM4,Mining,248.5616 , 218.3767,2960.4978 , 74.6616,<LOD,49.0312,670867.6250 , 3090.4231,131.0629 , 19.3905,<LOD,23.6699,<LOD,252.2660,<LOD,93.3184,632.8583 , 22.2465,289790.8125 , 399.4716,<LOD,0.0000,57.7889 , 12.1855,<LOD,106.8669,12.0563 , 2.3290,18.4909 , 2.2207,120.5463 , 34.2792,29953.9551 , 73.0311,24.9561 , 13.6614,32.5545 , 4.0633,<LOD,0.0000,610.2552 , 495.9436,47.0191 , 8.8757,1138.0144 , 21.4272,12.0509 , 1.7546,<LOD,0.0000,<LOD,36.6900,2485.8538 , 170.2930,<LOD,6.9119,<LOD,153.3100,<LOD,29.0859,<LOD,13.8363,783.7933 , 19.4285,71.3169 , 4.0897,
3211,Mining,20.08,19.55,,,,"Tue Mar 12, 2024 - 06:31:38",User,1.5,ppm,,,,,MM4,Mining,240.2607 , 211.0892,3135.0793 , 76.9317,<LOD,50.4048,667809.3125 , 3151.8396,153.9931 , 20.1604,<LOD,24.2227,<LOD,256.7508,<LOD,101.3674,623.9681 , 22.5129,291925.5000 , 408.3449,<LOD,0.0000,46.9694 , 12.3193,59.8117 , 44.4855,11.4762 , 2.3972,19.6601 , 2.2831,139.5201 , 34.7919,30640.3848 , 75.1433,26.0981 , 14.0266,17.9444 , 3.9483,<LOD,0.0000,602.3295 , 489.5150,43.9657 , 9.0819,1128.9738 , 21.9168,9.9667 , 1.7789,<LOD,0.0000,<LOD,37.9123,2515.2874 , 173.3812,<LOD,7.0693,<LOD,230.8426,<LOD,31.0539,<LOD,14.2112,766.4351 , 19.5704,83.1151 , 4.2873,
3212,Mining,19.23,19.03,,,,"Tue Mar 12, 2024 - 06:32:54",User,1.5,ppm,,,,,MM5,Mining,242.8895 , 213.4900,1493.0488 , 78.1589,<LOD,50.9549,621878.9375 , 3965.0798,125.8899 , 20.3962,<LOD,31.2412,<LOD,285.1957,<LOD,103.8366,515.4741 , 22.7889,343462.0625 , 446.0056,<LOD,0.0000,<LOD,24.8365,<LOD,128.6866,8.2998 , 2.4499,29.9437 , 2.3475,103.9135 , 43.1561,28291.9805 , 78.6964,53.7367 , 15.1362,23.5464 , 4.1265,<LOD,0.0000,317.2548 , 257.9441,<LOD,21.2963,752.6334 , 22.3393,16.0965 , 1.9015,<LOD,0.0000,<LOD,38.4687,1723.9337 , 155.8763,<LOD,6.8289,91.5166 , 72.7782,<LOD,32.7809,<LOD,14.1096,809.2214 , 21.7232,59.5797 , 4.1778,
3213,Mining,20.64,19.98,,,,"Tue Mar 12, 2024 - 06:33:29",User,1.5,ppm,,,,,MM5,Mining,219.4772 , 192.9287,1489.5686 , 70.2668,<LOD,46.4334,637732.2500 , 3483.0439,89.8123 , 18.0181,<LOD,23.9295,<LOD,260.0662,<LOD,91.3865,475.3013 , 20.2836,329151.6875 , 405.9585,<LOD,0.0000,19.1196 , 10.8799,117.8618 , 45.0500,9.7813 , 2.2620,27.1353 , 2.1250,127.2332 , 38.2055,26780.3105 , 70.5695,54.1778 , 14.0286,19.5626 , 3.6344,<LOD,0.0000,284.2301 , 231.1138,<LOD,11.9233,649.4601 , 20.3791,11.0745 , 1.6686,<LOD,0.0000,<LOD,34.1846,1870.1969 , 149.4402,<LOD,6.1399,<LOD,148.4734,<LOD,29.0645,<LOD,12.6720,815.9886 , 20.0678,55.7462 , 3.7298,
3214,Mining,19.61,19.47,,,,"Tue Mar 12, 2024 - 06:34:08",User,1.5,ppm,,,,,MM5,Mining,115.1658 , 101.2713,1198.0859 , 55.4144,<LOD,36.0177,727306.8125 , 2209.5115,75.6651 , 14.2663,<LOD,21.2565,<LOD,216.8549,<LOD,83.3824,349.4011 , 15.7945,246752.8125 , 348.2577,<LOD,0.0000,12.5357 , 8.4064,73.6510 , 39.3680,6.7288 , 2.0149,23.0931 , 1.7988,189.8282 , 27.4613,20758.4551 , 55.6417,18.0489 , 12.3717,15.6733 , 2.8843,<LOD,0.0000,160.9085 , 130.8851,<LOD,12.0957,375.7126 , 17.4417,9.9148 , 1.3369,<LOD,0.0000,<LOD,27.1592,1919.4559 , 153.1161,<LOD,4.9628,<LOD,135.3149,<LOD,21.3793,<LOD,9.8453,540.3459 , 14.7401,97.6756 , 3.4409,
3215,Mining,19.22,19.13,,,,"Tue Mar 12, 2024 - 06:35:15",User,1.5,ppm,,,,,MM6,Mining,46.4891 , 40.8736,8546.6631 , 53.8744,67.1944 , 23.1444,916755.8125 , 753.6146,292.3061 , 15.1614,<LOD,17.5932,<LOD,102.9580,<LOD,81.6382,358.9382 , 12.4097,40089.2109 , 197.5599,<LOD,0.0000,61.2957 , 9.2162,56.7703 , 30.2372,<LOD,2.6396,29.1251 , 1.6785,15.9513 , 9.5017,23143.3105 , 47.6376,<LOD,14.8930,17.9519 , 2.8953,<LOD,0.0000,343.3241 , 279.2186,<LOD,10.2480,827.8127 , 15.2962,46.1264 , 1.4481,<LOD,0.0000,<LOD,26.6889,8590.7842 , 323.8797,<LOD,5.4056,229.1627 , 112.9473,<LOD,21.9567,<LOD,8.8248,289.8755 , 9.1794,191.8707 , 3.7561,
3216,Mining,20.17,19.52,,,,"Tue Mar 12, 2024 - 06:35:57",User,1.5,ppm,,,,,MM6,Mining,65.4262 , 57.5256,7862.7168 , 54.6939,55.6090 , 23.6951,912508.0000 , 764.6827,263.3212 , 15.1596,<LOD,17.2639,<LOD,103.2451,70.5213 , 46.0716,383.6204 , 12.5712,41465.1406 , 196.4218,<LOD,0.0000,89.2478 , 9.5548,56.5068 , 30.1040,<LOD,2.6189,32.1393 , 1.7181,19.5586 , 9.6634,26490.0801 , 49.5464,<LOD,14.7843,17.9367 , 3.0041,<LOD,0.0000,294.9942 , 239.9230,<LOD,10.0332,888.4953 , 15.1914,51.5490 , 1.5215,<LOD,0.0000,<LOD,27.4508,8697.5068 , 317.5077,<LOD,6.5543,163.4306 , 108.5850,<LOD,17.0260,<LOD,9.3892,340.8613 , 9.6650,183.3568 , 3.7912,
3217,Mining,19.22,19.21,,,,"Tue Mar 12, 2024 - 06:36:32",User,1.5,ppm,,,,,MM6,Mining,14.8620 , 13.0707,7391.5088 , 49.9507,69.3906 , 21.6680,924479.0625 , 671.3608,236.1524 , 13.7995,<LOD,16.3490,<LOD,95.0222,61.0303 , 44.2791,307.8667 , 11.1635,36687.8789 , 183.9679,<LOD,0.0000,63.6880 , 8.5530,52.2668 , 28.9536,<LOD,2.3737,24.3678 , 1.5113,17.7170 , 8.9896,22289.1074 , 44.7121,<LOD,13.8144,18.3278 , 2.6879,<LOD,0.0000,183.0855 , 148.9437,<LOD,9.5493,662.9249 , 14.0775,39.7183 , 1.3251,<LOD,0.0000,<LOD,24.5274,6996.5435 , 291.2753,<LOD,4.9843,<LOD,241.8141,<LOD,15.0267,<LOD,8.1830,265.8105 , 8.4545,138.7171 , 3.2556,
3218,Mining,19.41,19.51,,,,"Tue Mar 12, 2024 - 06:37:37",User,1.5,ppm,,,,,MM7,Mining,195.6059 , 171.9707,3568.7175 , 76.4904,<LOD,48.3993,565010.1875 , 4380.9458,110.9017 , 19.8272,<LOD,25.1509,<LOD,297.9717,<LOD,104.5645,1227.3027 , 33.9664,404074.4062 , 456.8335,<LOD,0.0000,<LOD,17.8682,99.4465 , 49.5667,4.4988 , 2.4073,14.2171 , 2.2342,171.0583 , 49.8417,22196.9609 , 73.0701,<LOD,21.3635,<LOD,4.7758,<LOD,0.0000,211.0432 , 171.6297,<LOD,16.3030,492.9708 , 21.5019,<LOD,2.9659,<LOD,0.0000,<LOD,34.5939,1183.7660 , 134.5294,<LOD,5.9763,<LOD,158.9896,<LOD,37.6264,<LOD,13.2351,1386.3339 , 28.8705,52.5868 , 3.6981,
3219,Mining,20.50,19.97,,,,"Tue Mar 12, 2024 - 06:38:17",User,1.5,ppm,,,,,MM7,Mining,141.9463 , 124.8076,2890.6611 , 61.7058,<LOD,39.0730,640372.6250 , 3046.3970,100.5146 , 16.0492,<LOD,22.1318,<LOD,248.9785,<LOD,92.0655,1044.1659 , 27.1536,331291.7188 , 383.1094,<LOD,0.0000,<LOD,14.3624,114.0788 , 43.4758,5.8437 , 2.1821,17.5882 , 2.0192,184.6814 , 36.8047,19567.8418 , 59.2673,<LOD,18.8764,61.3313 , 3.8971,<LOD,0.0000,201.2435 , 163.6770,<LOD,13.7011,442.1024 , 18.6281,42.3704 , 1.7461,<LOD,0.0000,<LOD,28.8305,2005.6309 , 145.2839,<LOD,5.4964,<LOD,145.1859,<LOD,31.4418,<LOD,10.9331,1411.4812 , 25.0428,104.1348 , 3.7260,
