Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,
3115,Mining,19.23,19.37,,,,"Fri Mar 1, 2024 - 05:56:22",User,1.5,ppm,,,,,mm14,Mining,11.5040 , 9.8728,1327.6866 , 38.7153,<LOD,24.8828,822655.1875 , 1216.6533,46.4289 , 9.9035,<LOD,17.1017,<LOD,164.7870,<LOD,67.3451,230.5826 , 11.1518,160148.8281 , 280.9970,<LOD,0.0000,13.2975 , 6.1503,61.9245 , 32.4366,<LOD,2.3644,18.3993 , 1.3788,112.8355 , 17.3145,13257.6045 , 38.0029,<LOD,14.5064,12.2576 , 2.0995,<LOD,0.0000,<LOD,31.1951,<LOD,6.4618,<LOD,32.0090,5.0550 , 0.9150,<LOD,0.0000,<LOD,18.5721,1636.3291 , 148.1814,<LOD,3.9247,<LOD,165.6649,<LOD,15.8045,<LOD,6.3762,384.2667 , 10.6232,77.7821 , 2.4897,
3116,Mining,19.53,19.63,,,,"Fri Mar 1, 2024 - 05:57:54",User,1.5,ppm,,,,,mm15,Mining,<LOD,13.1753,1331.3665 , 36.1866,<LOD,23.2672,873488.6875 , 863.2963,82.3347 , 9.5644,<LOD,15.2284,<LOD,132.7734,<LOD,61.7716,336.0634 , 11.5631,106486.1953 , 239.4720,<LOD,0.0000,26.1615 , 5.9594,<LOD,43.2251,<LOD,3.0646,19.7892 , 1.3311,94.4845 , 12.5859,14325.6582 , 35.4852,<LOD,12.9659,31.2335 , 2.2628,<LOD,0.0000,<LOD,27.9391,<LOD,6.0679,<LOD,18.1352,17.9889 , 0.9699,<LOD,0.0000,<LOD,17.7473,3317.7339 , 185.6166,<LOD,4.3754,<LOD,124.8898,<LOD,14.6268,<LOD,6.2924,319.5830 , 8.9095,122.7000 , 2.5966,
3117,Mining,19.80,19.71,,,,"Fri Mar 1, 2024 - 05:58:40",User,1.5,ppm,,,,,mm15,Mining,10.7444 , 9.1389,1403.1450 , 38.1047,<LOD,24.1529,869299.3125 , 922.2945,56.1326 , 9.7860,<LOD,15.7822,<LOD,138.2854,<LOD,64.7612,346.5997 , 11.9968,109720.7031 , 246.5893,<LOD,0.0000,28.0727 , 6.2117,36.0731 , 29.1748,2.9579 , 1.5539,23.4410 , 1.4025,83.1441 , 13.3627,15197.5537 , 37.3054,<LOD,13.5411,31.8867 , 2.3519,<LOD,0.0000,47.2863 , 38.4772,<LOD,7.3326,70.8297 , 12.5105,18.2556 , 1.0140,<LOD,0.0000,<LOD,18.6258,3132.7329 , 185.1447,<LOD,4.7232,<LOD,172.9381,<LOD,14.7486,<LOD,6.6152,362.4367 , 9.6293,128.6899 , 2.7474,
3118,Mining,19.31,19.41,,,,"Fri Mar 1, 2024 - 05:59:23",User,1.5,ppm,,,,,mm15,Mining,21.9589 , 19.3151,1659.0201 , 46.1213,<LOD,30.1743,834734.2500 , 1179.5303,56.9924 , 11.7270,<LOD,17.7832,<LOD,162.5467,<LOD,68.2778,398.7119 , 13.8828,139785.2500 , 280.5456,<LOD,0.0000,20.7548 , 7.2120,<LOD,56.4364,<LOD,3.4850,26.8256 , 1.5492,82.9735 , 16.3167,19038.6348 , 45.4274,<LOD,15.1709,42.4952 , 2.8491,<LOD,0.0000,74.1099 , 60.2991,<LOD,7.7850,106.9971 , 14.1535,17.1515 , 1.1773,<LOD,0.0000,<LOD,22.3773,3537.1519 , 194.5247,<LOD,4.5331,<LOD,144.5131,<LOD,16.5127,<LOD,7.9445,285.0210 , 9.5674,111.6461 , 3.0229,
3119,Mining,20.17,19.62,,,,"Fri Mar 1, 2024 - 06:01:01",User,1.5,ppm,,,,,mm16,Mining,56.3246 , 49.5348,1034.9020 , 46.6838,<LOD,30.5430,884249.8750 , 860.7449,94.1630 , 12.1377,<LOD,16.5411,<LOD,130.8612,<LOD,68.6444,359.3168 , 12.3132,84227.7109 , 238.1511,<LOD,0.0000,46.2344 , 7.4905,<LOD,76.5740,3.4101 , 1.6208,32.7992 , 1.5550,42.5221 , 12.0217,24132.5449 , 46.5648,<LOD,14.1738,35.2372 , 2.8078,<LOD,0.0000,149.9279 , 121.9672,<LOD,7.9588,288.6182 , 13.5257,23.6823 , 1.2499,<LOD,0.0000,<LOD,23.4842,4548.3242 , 225.4452,<LOD,4.8314,140.4338 , 85.3269,<LOD,16.1235,<LOD,8.5549,426.4662 , 10.4966,107.5231 , 3.0158,
3120,Mining,19.96,19.97,,,,"Fri Mar 1, 2024 - 06:01:41",User,1.5,ppm,,,,,mm16,Mining,30.5394 , 26.8605,669.8034 , 43.0010,<LOD,27.8353,893963.7500 , 773.0092,87.1539 , 11.1837,<LOD,15.6458,<LOD,120.1997,<LOD,66.1941,263.9430 , 10.4947,77107.3047 , 223.6307,<LOD,0.0000,39.0733 , 6.8417,39.5659 , 28.2938,2.7463 , 1.5412,30.5946 , 1.4698,63.6096 , 10.9499,22455.6230 , 43.0611,<LOD,13.3803,36.0025 , 2.6438,<LOD,0.0000,114.8249 , 93.4196,<LOD,7.2797,278.8713 , 12.7466,28.7347 , 1.2017,<LOD,0.0000,<LOD,21.7102,4134.8125 , 214.0343,<LOD,6.1099,123.7891 , 81.6760,<LOD,15.4180,<LOD,7.9354,411.9820 , 9.8861,117.2484 , 2.8864,
3121,Mining,19.36,19.14,,,,"Fri Mar 1, 2024 - 06:02:19",User,1.5,ppm,,,,,mm16,Mining,65.1752 , 57.3140,901.5985 , 48.9654,<LOD,32.4117,881004.8125 , 925.4023,96.8804 , 12.7316,<LOD,17.2460,<LOD,135.9087,<LOD,71.7822,404.8961 , 13.3084,86352.8359 , 246.9932,<LOD,0.0000,43.3307 , 7.8106,<LOD,61.7189,<LOD,4.1071,30.1555 , 1.5969,37.6721 , 12.3835,25329.6074 , 48.9971,<LOD,14.8687,34.9764 , 2.9431,<LOD,0.0000,191.1570 , 155.4953,<LOD,8.3473,363.6343 , 14.1913,21.6264 , 1.2953,<LOD,0.0000,<LOD,24.7874,4541.3921 , 230.7442,<LOD,5.3293,<LOD,248.0094,<LOD,19.5227,<LOD,9.0901,462.9025 , 11.2167,117.3951 , 3.2154,
3122,Mining,20.16,19.73,,,,"Fri Mar 1, 2024 - 06:04:31",User,1.5,ppm,,,,,mm17,Mining,39.2415 , 34.5141,1057.4023 , 44.0852,<LOD,28.5275,892838.3750 , 811.0491,85.0674 , 11.4326,<LOD,16.1454,<LOD,125.5073,<LOD,68.1548,179.7952 , 9.3128,78910.2344 , 229.0145,<LOD,0.0000,29.9772 , 6.8711,39.6387 , 28.8851,3.4228 , 1.5469,34.8752 , 1.4829,30.6391 , 11.4029,22243.2637 , 43.6154,<LOD,14.0575,47.2178 , 2.8086,<LOD,0.0000,108.4838 , 88.2602,<LOD,7.3694,172.5850 , 12.8558,22.9067 , 1.1785,<LOD,0.0000,<LOD,22.0424,3620.9517 , 207.7508,<LOD,5.6054,171.0784 , 82.5000,<LOD,14.8075,<LOD,7.8927,268.7440 , 8.4044,96.0952 , 2.8055,
3123,Mining,19.64,19.58,,,,"Fri Mar 1, 2024 - 06:05:08",User,1.5,ppm,,,,,mm17,Mining,32.8558 , 28.8993,1092.8921 , 42.0364,<LOD,27.0313,899823.1250 , 757.2947,54.6968 , 10.6949,<LOD,15.6749,<LOD,120.0869,<LOD,66.3730,169.5824 , 8.9892,73647.2734 , 222.0118,<LOD,0.0000,26.8269 , 6.5560,49.9656 , 28.6090,4.4602 , 1.5214,29.6768 , 1.4397,42.9983 , 10.9664,20585.8164 , 41.5008,<LOD,13.6209,58.4078 , 2.8288,<LOD,0.0000,80.0720 , 65.1485,<LOD,7.0398,99.0630 , 12.4021,29.7040 , 1.1794,<LOD,0.0000,<LOD,20.8929,3512.6499 , 206.0799,<LOD,6.0905,235.9688 , 84.1197,<LOD,14.7369,<LOD,7.5690,331.0999 , 9.0153,92.8749 , 2.7091,
3124,Mining,20.29,19.69,,,,"Fri Mar 1, 2024 - 06:05:45",User,1.5,ppm,,,,,mm17,Mining,31.6653 , 27.8523,1151.8943 , 42.6969,<LOD,27.4713,898057.1250 , 755.7208,70.8713 , 10.9707,<LOD,15.5524,<LOD,119.2647,<LOD,66.4332,182.5999 , 9.1074,73881.7578 , 219.9142,<LOD,0.0000,23.5408 , 6.5481,<LOD,58.7867,5.0118 , 1.5230,33.5885 , 1.4408,27.1693 , 10.6073,21792.7188 , 42.1799,<LOD,13.4794,58.2338 , 2.8324,<LOD,0.0000,77.1942 , 62.8074,<LOD,7.1932,104.9669 , 12.3333,28.1776 , 1.1771,<LOD,0.0000,<LOD,21.2774,3715.4414 , 207.0293,<LOD,5.1110,203.5249 , 82.7435,<LOD,14.9228,<LOD,7.6390,457.8816 , 10.2576,96.7048 , 2.7404,
3125,Mining,19.31,19.06,,,,"Fri Mar 1, 2024 - 06:07:37",User,1.5,ppm,,,,,mm18,Mining,36.8624 , 32.4240,505.8315 , 50.8722,<LOD,33.9079,899302.0625 , 794.3270,89.9764 , 13.1507,<LOD,17.0369,<LOD,125.3732,<LOD,72.9301,309.9143 , 11.9631,66209.1406 , 231.8320,<LOD,0.0000,44.8629 , 7.9821,100.2168 , 32.3749,3.0462 , 1.6929,35.8299 , 1.6438,18.9182 , 11.2913,27947.5859 , 51.0432,<LOD,14.5450,48.8241 , 3.2162,<LOD,0.0000,63.3879 , 51.5748,<LOD,8.6923,379.7824 , 14.0960,23.2210 , 1.3633,<LOD,0.0000,<LOD,25.7026,4153.6445 , 236.1294,<LOD,5.9073,127.6423 , 90.1475,<LOD,17.0580,<LOD,9.6071,488.3815 , 11.4626,110.8704 , 3.2767,
3126,Mining,19.79,19.30,,,,"Fri Mar 1, 2024 - 06:08:16",User,1.5,ppm,,,,,mm18,Mining,13.6776 , 12.0324,763.5837 , 47.4788,<LOD,31.0030,898987.2500 , 760.9848,83.0413 , 12.2411,<LOD,15.8697,<LOD,121.4707,<LOD,66.9153,307.6708 , 11.4382,68548.9141 , 224.6994,<LOD,0.0000,33.6502 , 7.3479,65.5104 , 29.7752,<LOD,2.3401,35.0473 , 1.5295,23.6919 , 10.9717,25976.8418 , 47.5477,<LOD,13.3973,46.4087 , 2.9867,<LOD,0.0000,<LOD,35.5259,<LOD,8.0614,229.3040 , 12.9978,23.0145 , 1.2666,<LOD,0.0000,<LOD,23.8357,4273.8096 , 227.3165,<LOD,7.2460,<LOD,223.0490,<LOD,20.4094,<LOD,8.7389,484.5140 , 10.9531,104.0424 , 3.0309,
3127,Mining,20.72,,,,,"Fri Mar 1, 2024 - 06:08:55",User,1.5,ppm,,,,,mm18,Mining,52.8676 , 46.4983,374.4805 , 49.2136,<LOD,32.6000,901317.1250 , 759.7372,66.2681 , 12.5432,<LOD,16.4495,<LOD,118.0401,<LOD,74.0962,282.2165 , 11.0662,63195.5352 , 219.2756,<LOD,0.0000,40.7595 , 7.6497,56.8237 , 29.6747,<LOD,3.4249,37.7738 , 1.5766,25.0912 , 10.7968,28749.5020 , 49.3828,<LOD,14.1134,44.4863 , 3.0493,<LOD,0.0000,99.6145 , 81.0436,<LOD,8.3874,429.2493 , 13.6482,24.0348 , 1.3247,<LOD,0.0000,<LOD,24.8447,4477.0981 , 233.6553,<LOD,5.6489,142.1530 , 88.4407,<LOD,22.9670,<LOD,9.2879,473.3763 , 10.8195,111.5406 , 3.1845,
3128,Mining,19.76,19.93,,,,"Fri Mar 1, 2024 - 06:10:11",User,1.5,ppm,,,,,mm19,Mining,115.9728 , 101.9558,1881.4264 , 51.8253,<LOD,33.6473,759176.6875 , 1816.5920,80.3654 , 13.3804,<LOD,19.3651,<LOD,197.7513,<LOD,76.5836,588.9292 , 18.1222,212555.1094 , 323.7335,<LOD,0.0000,99.5007 , 9.6793,124.1148 , 37.9130,7.4428 , 1.9207,22.3545 , 1.7751,142.5144 , 23.2106,19733.9473 , 50.9022,<LOD,16.6470,30.0032 , 3.0362,<LOD,0.0000,322.9521 , 262.6287,<LOD,14.4494,623.3917 , 16.6378,16.6260 , 1.3181,<LOD,0.0000,<LOD,25.2774,3404.1641 , 180.5670,<LOD,5.5884,<LOD,135.9552,<LOD,22.5503,<LOD,9.3020,967.3563 , 18.0536,107.1505 , 3.3050,
3129,Mining,20.01,19.65,,,,"Fri Mar 1, 2024 - 06:10:48",User,1.5,ppm,,,,,mm19,Mining,135.9170 , 119.4781,1544.8921 , 51.4657,<LOD,33.0098,746069.6875 , 1964.7438,90.4125 , 13.4202,<LOD,19.3832,<LOD,203.2333,<LOD,77.1900,580.9157 , 18.1950,226445.2188 , 328.5840,<LOD,0.0000,51.4100 , 8.8406,61.8208 , 36.8243,7.8867 , 1.9008,19.1844 , 1.7201,102.8121 , 24.8464,19474.4121 , 50.9520,<LOD,16.6259,28.2345 , 2.9752,<LOD,0.0000,363.7664 , 295.7914,<LOD,9.6621,760.6062 , 16.8857,18.7332 , 1.3303,<LOD,0.0000,<LOD,25.3965,3077.1311 , 171.7702,<LOD,5.2438,120.8807 , 71.2265,<LOD,23.7744,<LOD,9.2705,949.9822 , 18.0482,96.0928 , 3.2374,
3130,Mining,18.95,18.97,,,,"Fri Mar 1, 2024 - 06:11:26",User,1.5,ppm,,,,,mm19,Mining,124.6563 , 109.5801,1927.4211 , 52.0021,<LOD,33.8374,753640.6250 , 1896.0640,97.2639 , 13.6275,<LOD,19.8299,<LOD,204.8123,<LOD,79.9354,589.6165 , 18.5922,219352.0312 , 333.1039,<LOD,0.0000,63.9202 , 9.1945,93.7809 , 38.2677,5.0941 , 1.9356,19.4818 , 1.7779,117.1211 , 24.6251,18666.3086 , 50.9231,<LOD,17.0407,29.2930 , 3.0763,<LOD,0.0000,371.1408 , 301.7900,<LOD,8.7802,724.1379 , 17.2855,18.1621 , 1.3344,<LOD,0.0000,<LOD,25.4725,3092.2610 , 177.7276,<LOD,6.9282,<LOD,172.9588,<LOD,23.2968,<LOD,9.2679,965.1437 , 18.4913,102.5513 , 3.3136,
3131,Mining,19.84,19.06,,,,"Fri Mar 1, 2024 - 06:13:52",User,1.5,ppm,,,,,mm20,Mining,82.7671 , 72.7916,1436.7372 , 33.8517,<LOD,22.0395,777055.6875 , 1726.0425,30.3929 , 8.7129,<LOD,18.6887,<LOD,191.6091,<LOD,73.1428,449.0302 , 15.8895,210748.7500 , 313.3709,<LOD,0.0000,<LOD,11.7859,65.3813 , 35.6757,5.5223 , 1.7083,5.5992 , 1.4811,128.2250 , 23.1229,7543.5244 , 31.7940,<LOD,25.8690,53.9879 , 2.7660,<LOD,0.0000,103.3939 , 84.1138,<LOD,6.2678,265.6963 , 15.0507,56.6946 , 1.3624,<LOD,0.0000,<LOD,15.6784,1405.4208 , 139.4491,<LOD,5.9245,<LOD,134.8574,<LOD,19.7650,18.4303 , 4.0160,480.0224 , 12.8765,64.7899 , 2.4066,
3132,Mining,20.36,19.96,,,,"Fri Mar 1, 2024 - 06:14:37",User,1.5,ppm,,,,,mm20,Mining,131.4566 , 115.5900,1442.4561 , 35.5208,<LOD,22.7111,741270.7500 , 2011.7618,48.1132 , 9.3497,<LOD,19.1437,<LOD,198.7553,<LOD,73.7041,501.9987 , 16.7382,245310.2812 , 317.7872,<LOD,0.0000,<LOD,14.7404,85.2182 , 36.2748,5.1174 , 1.7367,4.8522 , 1.5045,122.0520 , 25.8198,8501.1426 , 33.7871,50.0720 , 11.2247,48.6977 , 2.6504,<LOD,0.0000,180.9949 , 147.2153,<LOD,8.2272,412.9059 , 15.7146,63.7186 , 1.4416,<LOD,0.0000,<LOD,16.5446,1140.6230 , 125.5142,<LOD,3.7378,<LOD,120.7306,<LOD,20.8063,32.0935 , 4.3119,560.7001 , 13.8638,86.7691 , 2.6316,
3133,Mining,19.64,18.95,,,,"Fri Mar 1, 2024 - 06:15:13",User,1.5,ppm,,,,,mm20,Mining,106.3501 , 93.5223,1383.9490 , 33.3129,<LOD,21.2994,768496.1875 , 1785.0342,50.2575 , 8.8529,<LOD,18.5963,<LOD,189.0788,<LOD,73.0789,443.0569 , 15.4647,218912.8750 , 307.1983,<LOD,0.0000,<LOD,10.4232,72.5116 , 35.1857,6.3316 , 1.6941,6.0824 , 1.4694,128.1455 , 23.3325,7760.6177 , 31.5038,53.4734 , 10.9416,50.0210 , 2.6426,<LOD,0.0000,148.5932 , 120.8717,<LOD,6.0125,354.7903 , 15.1235,57.7917 , 1.3446,<LOD,0.0000,<LOD,15.7602,1356.3127 , 133.3026,<LOD,4.7169,<LOD,118.0289,<LOD,19.4853,25.1627 , 4.0069,513.1823 , 12.9612,74.3109 , 2.4453,
3134,Mining,18.81,18.96,,,,"Fri Mar 1, 2024 - 06:16:54",User,1.5,ppm,,,,,mm21,Mining,160.0144 , 140.6404,2083.5635 , 43.6789,<LOD,27.9928,780764.3125 , 1887.9089,78.5866 , 11.5471,58.8121 , 23.5122,<LOD,199.0946,<LOD,125.8244,805.8503 , 21.1389,199638.0781 , 328.7964,<LOD,0.0000,11.5061 , 7.3329,99.2522 , 38.3132,<LOD,4.1675,4.7148 , 1.6110,76.4657 , 23.5263,12135.9697 , 41.2436,84.7521 , 11.8550,53.3311 , 3.0960,<LOD,0.0000,405.3118 , 329.5253,<LOD,8.4424,699.4136 , 17.0081,46.2873 , 1.4266,<LOD,0.0000,<LOD,20.9007,1825.8384 , 158.6160,<LOD,6.2282,<LOD,203.4485,<LOD,31.5727,23.6290 , 5.2160,853.8481 , 17.4248,90.4030 , 2.9418,
3135,Mining,19.10,19.21,,,,"Fri Mar 1, 2024 - 06:17:34",User,1.5,ppm,,,,,mm21,Mining,211.6431 , 185.9846,2766.9792 , 52.4530,<LOD,33.1641,748228.9375 , 2250.3772,71.7021 , 13.4965,45.7078 , 18.2701,<LOD,216.5232,<LOD,79.8575,1043.3380 , 24.8862,226126.4062 , 351.0014,<LOD,0.0000,19.4386 , 8.6810,155.8531 , 41.0932,7.4157 , 1.9680,7.0096 , 1.8539,<LOD,61.4234,16043.3496 , 49.5166,85.5062 , 12.5938,60.4281 , 3.5199,<LOD,0.0000,474.4465 , 385.6637,<LOD,8.5419,840.3522 , 18.4609,54.5912 , 1.6588,<LOD,0.0000,<LOD,24.8588,2458.7908 , 171.0167,<LOD,5.3497,<LOD,205.3057,<LOD,32.8550,49.7966 , 6.3832,1171.2507 , 21.2073,77.0584 , 3.1929,
3136,Mining,19.71,19.18,,,,"Fri Mar 1, 2024 - 06:18:10",User,1.5,ppm,,,,,mm21,Mining,91.3635 , 80.3340,2993.4109 , 52.5702,<LOD,33.3772,726114.2500 , 2016.8149,76.8372 , 13.5536,<LOD,20.8647,<LOD,217.6114,<LOD,83.6360,1132.9945 , 25.7101,249214.5469 , 345.0833,<LOD,0.0000,19.6110 , 8.6586,76.6785 , 39.3095,5.5613 , 2.0040,9.1857 , 1.8387,118.0017 , 27.7699,15972.0234 , 49.5827,<LOD,17.5925,58.4681 , 3.4404,<LOD,0.0000,241.4696 , 196.3982,<LOD,10.9299,450.4583 , 17.5306,49.2240 , 1.6039,<LOD,0.0000,<LOD,24.6932,2010.2102 , 154.3735,<LOD,5.1146,<LOD,178.1110,<LOD,26.7374,13.6593 , 6.1896,1267.4124 , 21.9064,84.5787 , 3.2325,
3137,Mining,20.19,19.51,,,,"Fri Mar 1, 2024 - 06:20:20",User,1.5,ppm,,,,,mm22,Mining,183.2551 , 161.0335,2264.0955 , 76.0787,<LOD,49.0934,723042.3750 , 2327.2151,146.5598 , 19.7665,<LOD,22.8519,<LOD,228.5958,<LOD,90.6909,1059.1390 , 25.9233,229599.1562 , 369.6020,<LOD,0.0000,43.6802 , 11.7355,83.0345 , 41.6715,8.8394 , 2.3761,31.6129 , 2.3223,112.6568 , 27.1563,37000.2656 , 75.6699,<LOD,19.5045,23.4744 , 4.1684,<LOD,0.0000,546.9407 , 444.5790,<LOD,12.6817,1123.2872 , 20.7064,16.8071 , 1.8589,<LOD,0.0000,<LOD,38.3446,3057.2446 , 190.1233,7.3452 , 5.1146,<LOD,190.8923,<LOD,30.5263,<LOD,14.3405,1546.6646 , 24.9094,103.5635 , 4.4828,
3138,Mining,19.66,18.93,,,,"Fri Mar 1, 2024 - 06:21:18",User,1.5,ppm,,,,,mm22,Mining,145.8611 , 128.2125,1167.2274 , 74.8257,<LOD,49.1480,773723.7500 , 1858.2571,89.1360 , 18.9969,<LOD,19.5404,<LOD,206.7653,<LOD,105.4562,673.4364 , 20.3724,177634.6719 , 351.0832,<LOD,0.0000,<LOD,24.7431,140.1467 , 41.2544,<LOD,2.9722,41.1402 , 2.1232,103.1355 , 22.1890,40894.4844 , 74.6668,<LOD,16.2951,20.3864 , 3.9790,<LOD,0.0000,388.6125 , 315.9775,<LOD,12.4829,949.8397 , 18.0491,14.7404 , 1.8430,<LOD,0.0000,<LOD,37.8093,2921.0254 , 196.5618,<LOD,6.8399,<LOD,204.9178,<LOD,26.1869,<LOD,14.2815,1018.7529 , 19.5585,73.6570 , 4.2659,
3139,Mining,20.42,19.73,,,,"Fri Mar 1, 2024 - 06:22:03",User,1.5,ppm,,,,,mm22,Mining,179.7915 , 158.0067,899.3195 , 77.2004,<LOD,50.5530,782444.0000 , 1887.6041,81.4302 , 19.5474,<LOD,20.3962,<LOD,209.9916,<LOD,146.6308,639.9959 , 20.5176,168890.5000 , 361.2333,<LOD,0.0000,<LOD,17.6236,61.7094 , 40.4940,<LOD,4.8183,37.6738 , 2.1378,91.9396 , 21.9998,41536.0547 , 77.1982,<LOD,17.1456,15.2792 , 4.0651,<LOD,0.0000,480.4068 , 390.5388,<LOD,12.9572,1057.6726 , 18.8679,9.0247 , 1.8644,<LOD,0.0000,<LOD,38.9613,2543.4297 , 197.9919,<LOD,7.1457,<LOD,245.9369,<LOD,28.0517,<LOD,14.8495,974.0397 , 19.6974,57.7808 , 4.2816,
3140,Mining,19.70,19.66,,,,"Fri Mar 1, 2024 - 06:24:08",User,1.5,ppm,,,,,mm23brown,Mining,97.3223 , 85.5723,1336.4845 , 35.9708,<LOD,23.3076,779455.5625 , 1656.3920,34.8722 , 9.2323,<LOD,21.9309,<LOD,186.7082,<LOD,73.8251,923.1908 , 21.0378,203858.2344 , 306.1136,<LOD,0.0000,21.2688 , 6.5200,102.1444 , 35.6992,4.5266 , 1.7213,6.4134 , 1.5414,59.7010 , 22.0301,9618.4326 , 34.7176,<LOD,26.2906,58.2353 , 2.8602,<LOD,0.0000,243.6573 , 198.1751,<LOD,7.8570,572.1840 , 15.5546,35.0610 , 1.1921,<LOD,0.0000,<LOD,17.1339,2414.6550 , 158.3634,<LOD,7.0265,<LOD,211.6081,<LOD,25.0009,38.8538 , 4.4647,1023.5101 , 17.7900,95.7103 , 2.6735,
3141,Mining,19.82,19.58,,,,"Fri Mar 1, 2024 - 06:24:44",User,1.5,ppm,,,,,mm23brown,Mining,119.0572 , 104.6723,1317.6570 , 38.0069,<LOD,24.9748,783856.0000 , 1742.5269,46.9243 , 9.9073,<LOD,24.8859,<LOD,193.8278,<LOD,76.6281,913.2952 , 21.9034,199003.3750 , 318.7568,<LOD,0.0000,32.0595 , 7.0670,117.7947 , 37.6526,6.0762 , 1.8053,9.7945 , 1.6340,89.7106 , 22.8222,9906.8896 , 36.7517,41.5498 , 11.3616,58.0243 , 3.0053,<LOD,0.0000,288.3219 , 234.4781,<LOD,8.6170,652.0886 , 16.4542,37.9914 , 1.2806,<LOD,0.0000,<LOD,18.2997,2399.4216 , 166.9280,<LOD,6.5552,<LOD,181.3578,<LOD,22.4344,30.2434 , 4.6863,980.7185 , 18.2299,93.0313 , 2.7887,
3142,Mining,19.07,19.17,,,,"Fri Mar 1, 2024 - 06:27:20",User,1.5,ppm,,,,,mm23brown,Mining,103.7628 , 91.2399,1095.7472 , 34.0730,<LOD,22.5724,803458.8125 , 1535.8776,47.5032 , 8.9975,<LOD,18.5507,<LOD,182.9287,<LOD,75.7082,857.5674 , 20.4825,181274.2188 , 302.2744,<LOD,0.0000,22.5717 , 6.3202,111.5801 , 36.1975,5.9808 , 1.7345,8.8150 , 1.5163,60.1461 , 20.7542,8601.7822 , 33.0341,30.7713 , 10.7953,72.9439 , 3.0214,<LOD,0.0000,203.0869 , 165.1861,<LOD,5.8734,462.9908 , 15.2929,47.9606 , 1.2875,<LOD,0.0000,<LOD,16.4414,2375.1423 , 166.0338,<LOD,4.5195,114.3322 , 70.9185,<LOD,21.1515,22.9846 , 4.2139,914.4370 , 16.9871,106.8915 , 2.7319,
3143,Mining,18.98,18.97,,,,"Fri Mar 1, 2024 - 06:28:58",User,1.5,ppm,,,,,mm23brown,Mining,110.0674 , 96.7757,975.9184 , 30.4695,<LOD,19.5087,772420.3750 , 1808.1863,17.9871 , 7.8309,<LOD,26.3915,<LOD,204.4843,<LOD,74.0450,1843.5165 , 30.3672,214025.1094 , 318.3477,<LOD,0.0000,<LOD,10.9107,303.7469 , 41.2878,7.8628 , 1.7632,2.9903 , 1.4991,<LOD,60.2474,6041.2568 , 29.1186,32.0553 , 11.1526,27.3647 , 2.2483,<LOD,0.0000,249.5406 , 202.9541,<LOD,5.1110,652.9081 , 16.2351,21.4636 , 1.0148,<LOD,0.0000,<LOD,14.0712,611.7264 , 122.8074,<LOD,5.1021,<LOD,118.8779,<LOD,0.0000,46.0868 , 3.8445,2537.2195 , 28.6475,72.7914 , 2.3795,
3144,Mining,20.27,19.91,,,,"Fri Mar 1, 2024 - 06:30:11",User,1.5,ppm,,,,,mm23brown,Mining,113.2352 , 99.5763,924.5193 , 31.2246,<LOD,20.1568,783029.0000 , 1577.5326,46.7562 , 8.3146,<LOD,17.6165,<LOD,178.5626,<LOD,69.2134,1183.6162 , 22.6776,203141.5312 , 291.4027,<LOD,0.0000,13.8279 , 5.4097,168.7833 , 35.5135,5.4663 , 1.6098,4.6427 , 1.4186,75.8485 , 21.2092,8009.3052 , 30.5658,22.2434 , 10.2604,66.5465 , 2.7532,<LOD,0.0000,145.6286 , 118.4594,<LOD,7.8494,333.9584 , 14.3529,45.3953 , 1.1961,<LOD,0.0000,<LOD,15.2072,1073.4011 , 125.5332,<LOD,3.7863,<LOD,113.3921,<LOD,0.0000,39.6111 , 3.9741,1481.4832 , 20.3097,75.2054 , 2.3435,
